geography_code,Borough,sum_2021
E01004389,Waltham Forest,108
E01004390,Waltham Forest,106
E01004391,Waltham Forest,140
E01004392,Waltham Forest,620
E01004393,Waltham Forest,214
E01004394,Waltham Forest,184
E01004395,Waltham Forest,68
E01004396,Waltham Forest,89
E01004397,Waltham Forest,867
E01004398,Waltham Forest,116
E01004399,Waltham Forest,176
E01004400,Waltham Forest,138
E01004401,Waltham Forest,252
E01004402,Waltham Forest,124
E01004403,Waltham Forest,280
E01004404,Waltham Forest,138
E01004405,Waltham Forest,98
E01004406,Waltham Forest,164
E01004407,Waltham Forest,187
E01004408,Waltham Forest,105
E01004409,Waltham Forest,137
E01004410,Waltham Forest,150
E01004411,Waltham Forest,142
E01004412,Waltham Forest,123
E01004413,Waltham Forest,118
E01004414,Waltham Forest,119
E01004415,Waltham Forest,69
E01004416,Waltham Forest,86
E01004417,Waltham Forest,132
E01004418,Waltham Forest,95
E01004419,Waltham Forest,124
E01004420,Waltham Forest,397
E01004421,Waltham Forest,135
E01004422,Waltham Forest,251
E01004423,Waltham Forest,145
E01004424,Waltham Forest,237
E01004425,Waltham Forest,145
E01004426,Waltham Forest,101
E01004427,Waltham Forest,120
E01004428,Waltham Forest,167
E01004429,Waltham Forest,145
E01004430,Waltham Forest,598
E01004432,Waltham Forest,110
E01004434,Waltham Forest,188
E01004435,Waltham Forest,157
E01004436,Waltham Forest,229
E01004437,Waltham Forest,105
E01004438,Waltham Forest,305
E01004439,Waltham Forest,66
E01004440,Waltham Forest,201
E01004441,Waltham Forest,54
E01004442,Waltham Forest,65
E01004443,Waltham Forest,184
E01004444,Waltham Forest,278
E01004445,Waltham Forest,126
E01004446,Waltham Forest,123
E01004447,Waltham Forest,77
E01004448,Waltham Forest,170
E01004449,Waltham Forest,116
E01004450,Waltham Forest,60
E01004451,Waltham Forest,106
E01004452,Waltham Forest,183
E01004453,Waltham Forest,154
E01004454,Waltham Forest,129
E01004455,Waltham Forest,540
E01004456,Waltham Forest,271
E01004457,Waltham Forest,124
E01004458,Waltham Forest,149
E01004459,Waltham Forest,136
E01004460,Waltham Forest,200
E01004461,Waltham Forest,231
E01004462,Waltham Forest,131
E01004463,Waltham Forest,121
E01004464,Waltham Forest,247
E01004465,Waltham Forest,58
E01004466,Waltham Forest,92
E01004467,Waltham Forest,221
E01004468,Waltham Forest,123
E01004469,Waltham Forest,102
E01004470,Waltham Forest,171
E01004471,Waltham Forest,108
E01004472,Wandsworth,87
E01004473,Wandsworth,77
E01004474,Wandsworth,453
E01004475,Wandsworth,64
E01004476,Wandsworth,243
E01004477,Wandsworth,92
E01004478,Wandsworth,55
E01004479,Wandsworth,74
E01004480,Wandsworth,96
E01004481,Wandsworth,132
E01004482,Wandsworth,89
E01004483,Wandsworth,85
E01004484,Wandsworth,83
E01004485,Wandsworth,184
E01004486,Wandsworth,91
E01004487,Wandsworth,111
E01004488,Wandsworth,86
E01004489,Wandsworth,82
E01004490,Wandsworth,56
E01004491,Wandsworth,58
E01004492,Wandsworth,125
E01004493,Wandsworth,192
E01004494,Wandsworth,147
E01004495,Wandsworth,94
E01004496,Wandsworth,158
E01004497,Wandsworth,70
E01004498,Wandsworth,56
E01004499,Wandsworth,92
E01004500,Wandsworth,69
E01004501,Wandsworth,81
E01004502,Wandsworth,55
E01004503,Wandsworth,75
E01004504,Wandsworth,37
E01004505,Wandsworth,57
E01004506,Wandsworth,167
E01004507,Wandsworth,162
E01004508,Wandsworth,159
E01004509,Wandsworth,528
E01004510,Wandsworth,98
E01004511,Wandsworth,67
E01004512,Wandsworth,45
E01004513,Wandsworth,178
E01004514,Wandsworth,137
E01004515,Wandsworth,136
E01004516,Wandsworth,85
E01004517,Wandsworth,168
E01004518,Wandsworth,101
E01004519,Wandsworth,83
E01004520,Wandsworth,62
E01004521,Wandsworth,58
E01004522,Wandsworth,91
E01004523,Wandsworth,90
E01004524,Wandsworth,131
E01004525,Wandsworth,851
E01004526,Wandsworth,183
E01004527,Wandsworth,92
E01004528,Wandsworth,167
E01004529,Wandsworth,138
E01004530,Wandsworth,68
E01004531,Wandsworth,81
E01004532,Wandsworth,53
E01004533,Wandsworth,59
E01004534,Wandsworth,151
E01004535,Wandsworth,169
E01004536,Wandsworth,211
E01004537,Wandsworth,200
E01004538,Wandsworth,113
E01004539,Wandsworth,157
E01004540,Wandsworth,216
E01004541,Wandsworth,140
E01004542,Wandsworth,65
E01004543,Wandsworth,127
E01004544,Wandsworth,58
E01004545,Wandsworth,171
E01004546,Wandsworth,40
E01004547,Wandsworth,62
E01004548,Wandsworth,187
E01004549,Wandsworth,80
E01004550,Wandsworth,67
E01004551,Wandsworth,456
E01004552,Wandsworth,404
E01004553,Wandsworth,105
E01004554,Wandsworth,73
E01004555,Wandsworth,64
E01004556,Wandsworth,48
E01004557,Wandsworth,89
E01004558,Wandsworth,59
E01004559,Wandsworth,32
E01004560,Wandsworth,248
E01004562,Wandsworth,336
E01004563,Wandsworth,159
E01004564,Wandsworth,153
E01004565,Wandsworth,106
E01004566,Wandsworth,116
E01004567,Wandsworth,118
E01004568,Wandsworth,123
E01004569,Wandsworth,252
E01004570,Wandsworth,229
E01004571,Wandsworth,198
E01004572,Wandsworth,136
E01004573,Wandsworth,168
E01004574,Wandsworth,181
E01004575,Wandsworth,128
E01004576,Wandsworth,164
E01004577,Wandsworth,97
E01004579,Wandsworth,145
E01004580,Wandsworth,137
E01004581,Wandsworth,101
E01004582,Wandsworth,111
E01004583,Wandsworth,198
E01004584,Wandsworth,109
E01004585,Wandsworth,111
E01004586,Wandsworth,65
E01004587,Wandsworth,88
E01004588,Wandsworth,322
E01004589,Wandsworth,104
E01004590,Wandsworth,112
E01004591,Wandsworth,166
E01004592,Wandsworth,113
E01004593,Wandsworth,65
E01004594,Wandsworth,63
E01004595,Wandsworth,84
E01004596,Wandsworth,76
E01004597,Wandsworth,80
E01004598,Wandsworth,89
E01004599,Wandsworth,34
E01004600,Wandsworth,556
E01004601,Wandsworth,167
E01004602,Wandsworth,130
E01004604,Wandsworth,104
E01004605,Wandsworth,92
E01004606,Wandsworth,96
E01004607,Wandsworth,70
E01004608,Wandsworth,126
E01004609,Wandsworth,554
E01004610,Wandsworth,111
E01004611,Wandsworth,103
E01004612,Wandsworth,167
E01004613,Wandsworth,235
E01004614,Wandsworth,114
E01004615,Wandsworth,150
E01004616,Wandsworth,221
E01004617,Wandsworth,409
E01004618,Wandsworth,60
E01004619,Wandsworth,81
E01004620,Wandsworth,64
E01004621,Wandsworth,95
E01004622,Wandsworth,239
E01004623,Wandsworth,66
E01004624,Wandsworth,154
E01004625,Wandsworth,62
E01004626,Wandsworth,382
E01004627,Wandsworth,100
E01004628,Wandsworth,110
E01004629,Wandsworth,80
E01004630,Wandsworth,116
E01004631,Wandsworth,85
E01004632,Wandsworth,79
E01004633,Wandsworth,110
E01004634,Wandsworth,70
E01004635,Wandsworth,63
E01004636,Wandsworth,69
E01004637,Wandsworth,39
E01004638,Wandsworth,62
E01004639,Wandsworth,101
E01004640,Wandsworth,57
E01004641,Wandsworth,72
E01004642,Wandsworth,63
E01004643,Wandsworth,119
E01004644,Wandsworth,327
E01004645,Wandsworth,120
E01004646,Westminster,94
E01004647,Westminster,104
E01004648,Westminster,129
E01004649,Westminster,94
E01004650,Westminster,88
E01004651,Westminster,53
E01004652,Westminster,194
E01004653,Westminster,124
E01004654,Westminster,248
E01004656,Westminster,212
E01004657,Westminster,387
E01004658,Westminster,591
E01004659,Westminster,131
E01004660,Westminster,175
E01004661,Westminster,397
E01004662,Westminster,204
E01004663,Westminster,153
E01004665,Westminster,127
E01004666,Westminster,250
E01004667,Westminster,88
E01004668,Westminster,82
E01004669,Westminster,109
E01004670,Westminster,165
E01004674,Westminster,201
E01004675,Westminster,265
E01004676,Westminster,144
E01004677,Westminster,99
E01004678,Westminster,133
E01004679,Westminster,295
E01004680,Westminster,221
E01004681,Westminster,266
E01004682,Westminster,265
E01004683,Westminster,109
E01004684,Westminster,219
E01004686,Westminster,237
E01004687,Westminster,86
E01004688,Westminster,141
E01004689,Westminster,946
E01004690,Westminster,145
E01004691,Westminster,345
E01004692,Westminster,89
E01004693,Westminster,119
E01004694,Westminster,214
E01004695,Westminster,357
E01004696,Westminster,103
E01004697,Westminster,107
E01004698,Westminster,324
E01004699,Westminster,431
E01004700,Westminster,163
E01004701,Westminster,86
E01004702,Westminster,259
E01004703,Westminster,186
E01004705,Westminster,80
E01004706,Westminster,85
E01004707,Westminster,91
E01004708,Westminster,91
E01004709,Westminster,157
E01004710,Westminster,156
E01004711,Westminster,80
E01004712,Westminster,316
E01004713,Westminster,234
E01004714,Westminster,1519
E01004715,Westminster,394
E01004716,Westminster,169
E01004717,Westminster,289
E01004718,Westminster,148
E01004719,Westminster,111
E01004720,Westminster,193
E01004721,Westminster,237
E01004722,Westminster,174
E01004723,Westminster,181
E01004724,Westminster,136
E01004725,Westminster,141
E01004726,Westminster,108
E01004727,Westminster,441
E01004728,Westminster,76
E01004729,Westminster,57
E01004730,Westminster,103
E01004731,Westminster,796
E01004732,Westminster,301
E01004733,Westminster,749
E01004734,Westminster,4719
E01004735,Westminster,1688
E01004736,Westminster,2784
E01004737,Westminster,61
E01004738,Westminster,68
E01004739,Westminster,42
E01004740,Westminster,154
E01004741,Westminster,84
E01004742,Westminster,96
E01004743,Westminster,108
E01004744,Westminster,230
E01004745,Westminster,142
E01004746,Westminster,68
E01004747,Westminster,199
E01004748,Westminster,233
E01004749,Westminster,396
E01004750,Westminster,489
E01004751,Westminster,67
E01004752,Westminster,107
E01004753,Westminster,91
E01004754,Westminster,138
E01004755,Westminster,182
E01004756,Westminster,133
E01004757,Westminster,155
E01004760,Westminster,111
E01004761,Westminster,1213
E01004762,Westminster,911
E01004763,Westminster,4380
E01004765,Westminster,1244
E01032512,Westminster,307
E01032513,Westminster,90
E01032562,Bromley,96
E01032563,Bromley,54
E01032564,Lewisham,102
E01032565,Lewisham,102
E01032566,Bexley,113
E01032567,Greenwich,92
E01032568,Bromley,223
E01032569,Croydon,192
E01032570,Bromley,137
E01032572,Ealing,99
E01032573,Hounslow,303
E01032574,Enfield,475
E01032575,Haringey,228
E01032576,Harrow,37
E01032577,Hillingdon,70
E01032579,Lewisham,300
E01032580,Barking and Dagenham,143
E01032581,Redbridge,151
E01032582,Lambeth,1169
E01032583,Southwark,303
E01032584,Southwark,170
E01032623,Sutton,59
E01032637,Southwark,58
E01032638,Southwark,35
E01032639,Southwark,337
E01032640,Southwark,105
E01032646,Southwark,202
E01032719,Southwark,150
E01032720,Southwark,491
E01032722,Southwark,426
E01032741,Havering,995
E01032742,Havering,184
E01032743,Ealing,95
E01032744,Ealing,211
E01032764,Tower Hamlets,290
E01032765,Tower Hamlets,111
E01032766,Tower Hamlets,213
E01032767,Tower Hamlets,236
E01032768,Tower Hamlets,65
E01032769,Tower Hamlets,208
E01032770,Tower Hamlets,81
E01032771,Tower Hamlets,573
E01032772,Tower Hamlets,128
E01032773,Tower Hamlets,124
E01032774,Tower Hamlets,139
E01032775,Tower Hamlets,29
E01032776,Tower Hamlets,93
E01032777,Tower Hamlets,114
E01032778,Tower Hamlets,265
E01032779,Tower Hamlets,75
E01032780,Tower Hamlets,161
E01032781,Tower Hamlets,68
E01032782,Tower Hamlets,157
E01032783,Tower Hamlets,80
E01032784,Tower Hamlets,129
E01032785,Tower Hamlets,82
E01032786,Tower Hamlets,136
E01032787,Tower Hamlets,190
E01032788,Hammersmith and Fulham,117
E01032789,Hammersmith and Fulham,44
E01032790,Hammersmith and Fulham,32
E01032803,Southwark,100
E01032805,Southwark,237
E01032834,Southwark,102
E01033000,Hounslow,93
E01033030,Hounslow,280
E01033081,Hounslow,140
E01033082,Hounslow,138
E01033083,Hounslow,986
E01033084,Hounslow,307
E01033085,Haringey,200
E01033086,Haringey,110
E01033093,Wandsworth,197
E01033098,Wandsworth,147
E01033099,Wandsworth,132
E01033100,Wandsworth,219
E01033101,Wandsworth,189
E01033132,Wandsworth,121
E01033133,Wandsworth,61
E01033135,Wandsworth,46
E01033146,Enfield,105
E01033148,Enfield,125
E01033150,Enfield,135
E01033151,Enfield,155
E01033153,Waltham Forest,198
E01033207,Lambeth,430
E01033208,Lambeth,132
E01033320,Lewisham,104
E01033322,Lewisham,41
E01033324,Lewisham,137
E01033325,Lewisham,62
E01033327,Lewisham,810
E01033341,Lewisham,121
E01033424,Brent,790
E01033455,Brent,186
E01033456,Brent,205
E01033457,Brent,163
E01033463,Brent,98
E01033464,Brent,206
E01033485,Brent,237
E01033486,Islington,113
E01033487,Islington,25
E01033488,Islington,187
E01033489,Islington,221
E01033490,Islington,177
E01033491,Islington,428
E01033492,Islington,105
E01033493,Islington,20
E01033494,Islington,102
E01033568,Kingston upon Thames,183
E01033569,Kingston upon Thames,195
E01033570,Richmond upon Thames,158
E01033571,Richmond upon Thames,86
E01033572,Barnet,283
E01033573,Barnet,343
E01033574,Newham,48
E01033575,Newham,68
E01033576,Newham,166
E01033577,Newham,250
E01033578,Newham,344
E01033579,Newham,122
E01033580,Newham,110
E01033581,Newham,166
E01033582,Newham,54
E01033583,Newham,3310
E01033584,Newham,89
E01033585,Newham,387
E01033586,Newham,162
E01033587,Barking and Dagenham,467
E01033588,Barking and Dagenham,100
E01033589,Redbridge,449
E01033590,Redbridge,57
E01033591,Redbridge,305
E01033592,Redbridge,52
E01033593,Westminster,180
E01033594,Westminster,719
E01033595,Westminster,4931
E01033596,Westminster,1191
E01033597,Westminster,85
E01033598,Westminster,188
E01033599,Westminster,64
E01033600,Westminster,74
E01033601,Westminster,134
E01033602,Westminster,106
E01033603,Westminster,170
E01033604,Westminster,299
E01033605,Westminster,198
E01033606,Westminster,74
E01033607,Westminster,97
E01033608,Westminster,55
E01033698,Hackney,85
E01033699,Hackney,748
E01033700,Hackney,437
E01033701,Hackney,333
E01033702,Hackney,130
E01033703,Hackney,137
E01033704,Hackney,499
E01033705,Hackney,128
E01033706,Hackney,938
E01033707,Hackney,218
E01033708,Hackney,1523
E01033709,Hackney,209
E01033710,Hackney,62
E01033711,Hackney,219
E01033712,Hackney,507
E01033713,Hackney,172
E01033724,Hillingdon,278
E01033725,Hillingdon,274
E01033726,Greenwich,392
E01033727,Greenwich,163
E01033728,Greenwich,74
E01033729,Greenwich,210
E01033730,Greenwich,228
E01033731,Greenwich,557
E01033732,Greenwich,55
E01033733,Greenwich,322
E01033734,Greenwich,50
E01033735,Greenwich,476
E01033736,Greenwich,98
E01033737,Greenwich,483
E01033738,Greenwich,263
E01033739,Greenwich,98
E01033740,Greenwich,77
E01033741,Greenwich,235
E01033742,Greenwich,58
E01033743,Greenwich,264
E01033744,Greenwich,116
E01033745,Greenwich,125
E01033746,Greenwich,44
